المواطنة,المؤشر,الدولة,الجنس,Year,Value,Source,المرحلة التعليمية,القطاع
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2019,,,جامعي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2019,,,جامعي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2019,,,جامعي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2019,,,جميع المراحل التعليمية,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2019,,,جميع المراحل التعليمية,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2019,,,جميع المراحل التعليمية,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2019,,,جميع المراحل التعليمية,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2019,,,جميع المراحل التعليمية,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2019,,,جميع المراحل التعليمية,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2019,,,جميع المراحل التعليمية,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2019,,,جميع المراحل التعليمية,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2019,,,جميع المراحل التعليمية,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إبتدائي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إبتدائي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إبتدائي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إعدادي,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,إعدادي,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,إعدادي,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,ثانوي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,ثانوي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,ثانوي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,جامعي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,جامعي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,جامعي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,جامعي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,جامعي\مهني,جميع القطاعات
مواطنون,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,جامعي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,جامعي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,جامعي\مهني,جميع القطاعات
غير مواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,كلا الجنسين,2020,,,جامعي\مهني,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال,ذكور,2020,,,جميع المراحل التعليمية,جميع القطاعات
مجموع المواطنين وغير المواطنين,معدل الطلاب إلى المدرسين (ات)(نسبة مئوية),الصومال, إناث,2020,,,جميع المراحل التعليمية,جميع القطاعات
